timestamp,open,close,high,low,vol
2019-01-14 14:30:00,111.38,111.17,111.42,111.155,27413
2019-01-14 14:35:00,111.15,111.38,111.68,111.15,26406
2019-01-14 14:40:00,111.405,111.44,111.64,111.38,34976
2019-01-14 14:45:00,111.52,111.22,111.53,111.1,30379
2019-01-14 14:50:00,111.19,111.4988,111.53,111.18,17150
2019-01-14 14:55:00,111.4858,111.52,111.61,111.4,20196
2019-01-14 15:00:00,111.56,111.82,111.92,111.49,16776
2019-01-14 15:05:00,111.82,111.8,111.87,111.73,18845
2019-01-14 15:10:00,111.805,111.88,111.91,111.78,17716
2019-01-14 15:15:00,111.86,111.675,111.87,111.575,17242
2019-01-14 15:20:00,111.69,111.66,111.6964,111.45,29783
2019-01-14 15:25:00,111.67,111.64,111.67,111.415,20695
2019-01-14 15:30:00,111.615,111.74,111.8596,111.58,16737
2019-01-14 15:35:00,111.77,111.36,111.77,111.36,18813
2019-01-14 15:40:00,111.38,111.3698,111.43,111.31,14742
2019-01-14 15:45:00,111.38,111.26,111.42,111.135,17269
2019-01-14 15:50:00,111.18,111.18,111.22,111.08,15025
2019-01-14 15:55:00,111.2,111.34,111.44,111.2,16620
2019-01-14 16:00:00,111.33,111.32,111.38,111.12,19548
2019-01-14 16:05:00,111.31,111.33,111.37,111.11,13247
2019-01-14 16:10:00,111.33,111.54,111.56,111.3,16102
2019-01-14 16:15:00,111.545,111.31,111.6,111.3,13515
2019-01-14 16:20:00,111.29,111.38,111.45,111.28,12840
2019-01-14 16:25:00,111.38,111.65,111.7001,111.32,19862
2019-01-14 16:30:00,111.66,111.7757,111.8,111.61,23053
2019-01-14 16:35:00,111.7925,111.63,111.83,111.6,23312
2019-01-14 16:40:00,111.65,111.62,111.72,111.6,12887
2019-01-14 16:45:00,111.63,111.6346,111.67,111.595,19069
2019-01-14 16:50:00,111.64,111.57,111.74,111.51,9730
2019-01-14 16:55:00,111.5575,111.55,111.58,111.43,13489
2019-01-14 17:00:00,111.56,111.66,111.7,111.56,15163
2019-01-14 17:05:00,111.66,111.73,111.755,111.615,15222
2019-01-14 17:10:00,111.7,111.82,111.82,111.7,7458
2019-01-14 17:15:00,111.835,111.92,111.97,111.83,7548
2019-01-14 17:20:00,111.94,112.12,112.1701,111.915,25427
2019-01-14 17:25:00,112.14,112.11,112.15,112.07,9225
2019-01-14 17:30:00,112.12,112.09,112.145,112.06,8803
2019-01-14 17:35:00,112.07,112.04,112.09,111.94,12919
2019-01-14 17:40:00,112.045,112.0297,112.06,111.94,14519
2019-01-14 17:45:00,112.04,112.06,112.14,112.0,17937
2019-01-14 17:50:00,112.08,112.0033,112.1059,111.98,11308
2019-01-14 17:55:00,111.995,111.986,112.04,111.93,28384
2019-01-14 18:00:00,111.99,111.99,112.1101,111.94,40026
2019-01-14 18:05:00,112.02,112.13,112.18,112.005,41243
2019-01-14 18:10:00,112.13,112.215,112.33,112.09,32898
2019-01-14 18:15:00,112.2,112.15799999999999,112.21,112.14,11947
2019-01-14 18:20:00,112.15,112.16,112.2,112.11,10927
2019-01-14 18:25:00,112.13,112.16,112.19,112.0954,42077
2019-01-14 18:30:00,112.1657,112.095,112.2075,112.095,8611
2019-01-14 18:35:00,112.105,112.09,112.15,112.09,9743
2019-01-14 18:40:00,112.1,112.08,112.12,112.065,17579
2019-01-14 18:45:00,112.105,112.04,112.13,112.035,10805
2019-01-14 18:50:00,112.04,112.085,112.12,112.03,15730
2019-01-14 18:55:00,112.08,111.9236,112.12,111.9166,13588
2019-01-14 19:00:00,111.93,111.85,111.93,111.81,19085
2019-01-14 19:05:00,111.8417,111.87,111.95,111.8417,18986
2019-01-14 19:10:00,111.89,111.77,111.9,111.75,16020
2019-01-14 19:15:00,111.7878,111.7,111.7878,111.62,16815
2019-01-14 19:20:00,111.71,111.6,111.78,111.6,13375
2019-01-14 19:25:00,111.59,111.58,111.6159,111.51,15496
2019-01-14 19:30:00,111.6,111.632,111.7199,111.59,16659
2019-01-14 19:35:00,111.63,111.635,111.75,111.63,16830
2019-01-14 19:40:00,111.62,111.68,111.69,111.59,10786
2019-01-14 19:45:00,111.69,111.725,111.74,111.66,11930
2019-01-14 19:50:00,111.7478,111.8,111.8,111.69,13685
2019-01-14 19:55:00,111.79,111.81,111.92,111.79,15414
2019-01-14 20:00:00,111.815,111.83,111.855,111.73,14971
